CUENTA;FECMOV;CPBINT;DESMOV;DEBHAB;IMPMOV;CPBINTAUX;RUBRO
100702600;26/05/2009;15641;MAYCAR SA 30612865333;D;22,94;15-01350642
880300400;26/05/2009;15641;MAYCAR SA 30612865333;H;22,94;15-01350642
100702600;26/05/2009;15642;MAYCAR SA 30612865333;D;19,40;165-00007476
880300400;26/05/2009;15642;MAYCAR SA 30612865333;H;19,40;165-00007476
100702600;27/05/2009;15643;MAYCAR SA 30612865333;D;22,07;165-00007580
880300400;27/05/2009;15643;MAYCAR SA 30612865333;H;22,07;165-00007580
100702600;27/05/2009;15644;MAYCAR SA 30612865333;D;22,12;166-00003076
880300400;27/05/2009;15644;MAYCAR SA 30612865333;H;22,12;166-00003076
100702600;28/05/2009;15645;RAMALA SA 30709767328;D;6,15;1-00072843
880300400;28/05/2009;15645;RAMALA SA 30709767328;H;6,15;1-00072843
100702600;28/05/2009;15646;MAYCAR SA 30612865333;D;14,27;167-00001434
880300400;28/05/2009;15646;MAYCAR SA 30612865333;H;14,27;167-00001434
100702600;28/05/2009;15647;MAYCAR SA 30612865333;D;17,03;168-00000699
880300400;28/05/2009;15647;MAYCAR SA 30612865333;H;17,03;168-00000699
100702600;29/05/2009;15648;RAMALA SA 30709767358;D;6,38;1-00072921
880300400;29/05/2009;15648;RAMALA SA 30709767358;H;6,38;1-00072921
100702600;29/05/2009;15649;MAYCAR SA 30612865333;D;10,01;15-01351271
880300400;29/05/2009;15649;MAYCAR SA 30612865333;H;10,01;15-01351271
100702600;16/05/2009;15650;G. 3 ARROYOS 30517307099;D;2,06;138-00030853
880300400;16/05/2009;15650;G. 3 ARROYOS 30517307099;H;2,06;138-00030853
100702600;21/05/2009;15651;G. 3 ARROYOS 30517307099;D;1,96;138-00030946
880300400;21/05/2009;15651;G. 3 ARROYOS 30517307099;H;1,96;138-00030946
100702600;27/05/2009;15652;G. 3 ARROYOS 30517307099;D;1,96;138-00031084
880300400;27/05/2009;15652;G. 3 ARROYOS 30517307099;H;1,96;138-00031084
100702600;27/05/2009;15653;ALIM. GRANIX 30500974016;D;2,64;166-00010888
880300400;27/05/2009;15653;ALIM. GRANIX 30500974016;H;2,64;166-00010888
100702600;25/05/2009;15654;DIST.DON JUAN 30632518923;D;1,74;1-00452612
880300400;25/05/2009;15654;DIST.DON JUAN 30632518923;H;1,74;1-00452612
100702600;25/05/2009;15655;DIST. DON JUAN 30632518923;D;0,77;1-00452609
880300400;25/05/2009;15655;DIST. DON JUAN 30632518923;H;0,77;1-00452609
100702600;18/05/2009;15656;DIST. DON JUAN 30632518923;D;1,95;1-00451625
880300400;18/05/2009;15656;DIST. DON JUAN 30632518923;H;1,95;1-00451625
100702600;28/05/2009;15657;MAYCAR SA 30612865333;D;6,97;15-01350965
880300400;28/05/2009;15657;MAYCAR SA 30612865333;H;6,97;15-01350965
100702600;27/05/2009;15658;MAYCAR SA 30612865333;D;8,52;15-01350754
880300400;27/05/2009;15658;MAYCAR SA 30612865333;H;8,52;15-01350754
100702600;22/05/2009;15659;MAYCAR SA 30612865333;D;9,79;166-00003007
880300400;22/05/2009;15659;MAYCAR SA 30612865333;H;9,79;166-00003007
100702600;21/05/2009;15660;MAYCAR SA 30612865333;D;5,68;166-00002981
880300400;21/05/2009;15660;MAYCAR SA 30612865333;H;5,68;166-00002981
100702600;05/05/2009;15661;MAYCAR SA 30612865333;D;7,35;15-01347727
880300400;05/05/2009;15661;MAYCAR SA 30612865333;H;7,35;15-01347727
100702600;06/05/2009;15662;MAYCAR SA 30612865333;D;9,50;15-01347969
880300400;06/05/2009;15662;MAYCAR SA 30612865333;H;9,50;15-01347969
100702600;07/05/2009;15663;MAYCAR SA 30612865333;D;6,90;15-01348192
880300400;07/05/2009;15663;MAYCAR SA 30612865333;H;6,90;15-01348192
100702600;08/05/2009;15664;MAYCAR SA 30612865333;D;7,31;15-01348339
880300400;08/05/2009;15664;MAYCAR SA 30612865333;H;7,31;15-01348339
100702600;09/05/2009;15665;MAYCAR SA 30612865333;D;8,54;15-01348579
880300400;09/05/2009;15665;MAYCAR SA 30612865333;H;8,54;15-01348579
100702600;11/05/2009;15666;MAYCAR SA 30612865333;D;9,08;15-01348615
880300400;11/05/2009;15666;MAYCAR SA 30612865333;H;9,08;15-01348615
100702600;12/05/2009;15667;MAYCAR SA 30612865333;D;6,97;15-01348802
880300400;12/05/2009;15667;MAYCAR SA 30612865333;H;6,97;15-01348802
100702600;14/05/2009;15668;MAYCAR SA 30612865333;D;6,92;15-01349213
880300400;14/05/2009;15668;MAYCAR SA 30612865333;H;6,92;15-01349213
100702600;15/05/2009;15669;MAYCAR SA 30612865333;D;7,21;15-01349400
880300400;15/05/2009;15669;MAYCAR SA 30612865333;H;7,21;15-01349400
100702600;16/05/2009;15670;MAYCAR SA 30612865333;D;7,99;15-01349643
880300400;16/05/2009;15670;MAYCAR SA 30612865333;H;7,99;15-01349643
100702600;18/05/2009;15671;MAYCAR SA 30612865333;D;7,65;15-01349657
880300400;18/05/2009;15671;MAYCAR SA 30612865333;H;7,65;15-01349657
100702600;19/05/2009;15672;MAYCAR SA 30612865333;D;1,74;15-01349747
880300400;19/05/2009;15672;MAYCAR SA 30612865333;H;1,74;15-01349747
100702600;19/05/2009;15673;MAYCAR SA 30612865333;D;4,64;165-00007202
880300400;19/05/2009;15673;MAYCAR SA 30612865333;H;4,64;165-00007202
100702600;31/05/2009;15674;RAMALA SA 30709767328;D;4,00;1-00073126
880300400;31/05/2009;15674;RAMALA SA 30709767328;H;4,00;1-00073126
100702600;02/05/2009;15675;G. 2 CUÑADOS 30708029528;D;2,35;2-00426792
880300400;02/05/2009;15675;G. 2 CUÑADOS 30708029528;H;2,35;2-00426792
100702600;06/05/2009;15676;G.2 CUÑADOS 30708029528;D;2,16;2-00427358
880300400;06/05/2009;15676;G.2 CUÑADOS 30708029528;H;2,16;2-00427358
100702600;07/05/2009;15677;G.2 CUÑADOS 30708029528;D;2,52;1-00267332
880300400;07/05/2009;15677;G.2 CUÑADOS 30708029528;H;2,52;1-00267332
100702600;11/05/2009;15678;G.2 CUÑADOS 30708029528;D;2,72;2-00428614
880300400;11/05/2009;15678;G.2 CUÑADOS 30708029528;H;2,72;2-00428614
100702600;13/05/2009;15679;G.2 CUÑADOS 30708029528;D;2,52;2-00428910
880300400;13/05/2009;15679;G.2 CUÑADOS 30708029528;H;2,52;2-00428910
100702600;14/05/2009;15680;G.2 CUÑADOS 30708029528;D;3,57;1-00269173
880300400;14/05/2009;15680;G.2 CUÑADOS 30708029528;H;3,57;1-00269173
100702600;16/05/2009;15681;G.2 CUÑADOS 30708029528;D;3,81;2-00429871
880300400;16/05/2009;15681;G.2 CUÑADOS 30708029528;H;3,81;2-00429871
100702600;22/05/2009;15682;G.2 CUÑADOS 30708029528;D;2,92;5-00106145
880300400;22/05/2009;15682;G.2 CUÑADOS 30708029528;H;2,92;5-00106145
100702600;23/05/2009;15683;G.2 CUÑADOS 30708029528;D;2,89;5-00106500
880300400;23/05/2009;15683;G.2 CUÑADOS 30708029528;H;2,89;5-00106500
100702600;17/05/2009;15684;MAKRO SA 30589621499;D;3,78;491-00282236
880300400;17/05/2009;15684;MAKRO SA 30589621499;H;3,78;491-00282236
220501200;10/06/2009;15685;SUELDOS;D;1700,00;
100300700;10/06/2009;15685;SUELDOS;H;1700,00;
880300400;05/04/2009;15688;Cpra Comes RAMALA S.A. (MAY);D;495,40;100067990
220403400;05/04/2009;15688;Cpra Comes RAMALA S.A. (MAY);H;495,40;100067990
880300400;14/04/2009;15690;Cpra Comes RAMALA S.A. (MAY);D;532,94;100069061
220403400;14/04/2009;15690;Cpra Comes RAMALA S.A. (MAY);H;532,94;100069061
880300400;15/04/2009;15692;Cpra Comes RAMALA S.A. (MAY);D;821,14;100069119
220403400;15/04/2009;15692;Cpra Comes RAMALA S.A. (MAY);H;821,14;100069119
880300400;02/04/2009;15694;Cpra Comes MAYCAR S.A.   -VITA;D;995,94;1501343171
220401400;02/04/2009;15694;Cpra Comes MAYCAR S.A.   -VITA;H;995,94;1501343171
880300400;02/04/2009;15696;Cpra Comes MAYCAR S.A.   -VITA;D;480,23;16500005523
220401400;02/04/2009;15696;Cpra Comes MAYCAR S.A.   -VITA;H;480,23;16500005523
880300400;04/04/2009;15698;Cpra Comes MAYCAR S.A.   -VITA;D;322,27;1501343492
220401400;04/04/2009;15698;Cpra Comes MAYCAR S.A.   -VITA;H;322,27;1501343492
880300400;06/04/2009;15700;Cpra Comes MAYCAR S.A.   -VITA;D;759,54;16600002307
220401400;06/04/2009;15700;Cpra Comes MAYCAR S.A.   -VITA;H;759,54;16600002307
880300400;06/04/2009;15702;Cpra Comes MAYCAR S.A.   -VITA;D;771,27;16700001083
220401400;06/04/2009;15702;Cpra Comes MAYCAR S.A.   -VITA;H;771,27;16700001083
880300400;06/04/2009;15704;Cpra Comes MAYCAR S.A.   -VITA;D;948,57;16800000522
220401400;06/04/2009;15704;Cpra Comes MAYCAR S.A.   -VITA;H;948,57;16800000522
880300400;06/04/2009;15706;Cpra Comes MAYCAR S.A.   -VITA;D;973,53;16900000290
220401400;06/04/2009;15706;Cpra Comes MAYCAR S.A.   -VITA;H;973,53;16900000290
880300400;08/04/2009;15708;Cpra Comes MAYCAR S.A.   -VITA;D;575,46;16500005759
220401400;08/04/2009;15708;Cpra Comes MAYCAR S.A.   -VITA;H;575,46;16500005759
880300400;09/04/2009;15710;Cpra Comes MAYCAR S.A.   -VITA;D;935,43;1501344273
220401400;09/04/2009;15710;Cpra Comes MAYCAR S.A.   -VITA;H;935,43;1501344273
880300400;09/04/2009;15712;Cpra Comes MAYCAR S.A.   -VITA;D;442,44;16500005815
220401400;09/04/2009;15712;Cpra Comes MAYCAR S.A.   -VITA;H;442,44;16500005815
880300400;09/04/2009;15714;Cpra Comes MAYCAR S.A.   -VITA;D;377,12;16600002380
220401400;09/04/2009;15714;Cpra Comes MAYCAR S.A.   -VITA;H;377,12;16600002380
880300400;09/04/2009;15716;Cpra Comes MAYCAR S.A.   -VITA;D;995,93;16700001116
220401400;09/04/2009;15716;Cpra Comes MAYCAR S.A.   -VITA;H;995,93;16700001116
880300400;09/04/2009;15718;Cpra Comes MAYCAR S.A.   -VITA;D;474,72;16900000301
220401400;09/04/2009;15718;Cpra Comes MAYCAR S.A.   -VITA;H;474,72;16900000301
880300400;11/04/2009;15720;Cpra Comes MAYCAR S.A.   -VITA;D;961,96;16500005862
220401400;11/04/2009;15720;Cpra Comes MAYCAR S.A.   -VITA;H;961,96;16500005862
880300400;11/04/2009;15722;Cpra Comes MAYCAR S.A.   -VITA;D;977,45;16600002400
220401400;11/04/2009;15722;Cpra Comes MAYCAR S.A.   -VITA;H;977,45;16600002400
880300400;11/04/2009;15724;Cpra Comes MAYCAR S.A.   -VITA;D;4,95;16400001126
220401400;11/04/2009;15724;Cpra Comes MAYCAR S.A.   -VITA;H;4,95;16400001126
880300400;14/04/2009;15726;Cpra Comes MAYCAR S.A.   -VITA;D;718,61;16500005925
220401400;14/04/2009;15726;Cpra Comes MAYCAR S.A.   -VITA;H;718,61;16500005925
880300400;15/04/2009;15728;Cpra Comes MAYCAR S.A.   -VITA;D;989,41;16600002422
220401400;15/04/2009;15728;Cpra Comes MAYCAR S.A.   -VITA;H;989,41;16600002422
880300400;14/04/2009;15730;Cpra Comes MAYCAR S.A.   -VITA;D;486,65;16800000549
220401400;14/04/2009;15730;Cpra Comes MAYCAR S.A.   -VITA;H;486,65;16800000549
220411300;10/06/2009;15732;ALLIANZ RAS ARGENTINA;D;94,00;
100300200;10/06/2009;15732;ALLIANZ RAS ARGENTINA;H;94,00;
880301000;11/06/2009;15733;INISA S.A.;D;660,91;3-00041376
100300700;11/06/2009;15733;INISA S.A.;H;649,34;
220600201;11/06/2009;15733;INISA S.A.;H;11,57;
880300400;02/06/2009;15734;Cpra Comes ANGEL MARIO GATTI;D;9,90;100013860
220403300;02/06/2009;15734;Cpra Comes ANGEL MARIO GATTI;H;9,90;100013860
880300400;03/06/2009;15736;Cpra Comes ANGEL MARIO GATTI;D;18,80;100013869
220403300;03/06/2009;15736;Cpra Comes ANGEL MARIO GATTI;H;18,80;100013869
880300400;04/06/2009;15738;Cpra Comes ANGEL MARIO GATTI;D;156,90;100013872
220403300;04/06/2009;15738;Cpra Comes ANGEL MARIO GATTI;H;156,90;100013872
880300400;04/06/2009;15740;Cpra Comes ANGEL MARIO GATTI;D;27,10;100013879
220403300;04/06/2009;15740;Cpra Comes ANGEL MARIO GATTI;H;27,10;100013879
880302500;02/06/2009;15742;Gtos AtPac ORTOPEDIA PROSPERI;D;90,00;100011800
220420400;02/06/2009;15742;Gtos AtPac ORTOPEDIA PROSPERI;H;90,00;100011800
880300300;05/06/2009;15744;Cpra Medic FARMACIA R. ZAMPIER;D;546,00;200001760
220425600;05/06/2009;15744;Cpra Medic FARMACIA R. ZAMPIER;H;546,00;200001760
880300400;02/06/2009;15746;Cpra Comes ALFREDO H. FRAGATI;D;397,22;100000474
220402200;02/06/2009;15746;Cpra Comes ALFREDO H. FRAGATI;H;397,22;100000474
880300400;02/06/2009;15748;Cpra Comes ALFREDO H. FRAGATI;D;643,24;100000475
220402200;02/06/2009;15748;Cpra Comes ALFREDO H. FRAGATI;H;643,24;100000475
880300400;04/06/2009;15750;Cpra Comes ANALIA E. BUJANDA;D;318,12;100000687
220401100;04/06/2009;15750;Cpra Comes ANALIA E. BUJANDA;H;318,12;100000687
880301000;26/04/2009;15752;Gtos Mante LILIANA G. PONTI;D;1098,00;100000003
220415100;26/04/2009;15752;Gtos Mante LILIANA G. PONTI;H;1098,00;100000003
880401200;01/06/2009;15754;SERV.SEGUR SINCLAIR SEG. PRIVA;D;16164,83;300000126
220412600;01/06/2009;15754;SERV.SEGUR SINCLAIR SEG. PRIVA;H;16164,83;300000126
880301000;04/06/2009;15756;Gtos Mante MARIANO GONZALEZ;D;380,50;100001883
220417800;04/06/2009;15756;Gtos Mante MARIANO GONZALEZ;H;380,50;100001883
880301000;04/06/2009;15758;Gtos Mante MARIANO GONZALEZ;D;1065,92;100001884
220417800;04/06/2009;15758;Gtos Mante MARIANO GONZALEZ;H;1065,92;100001884
880301000;04/06/2009;15760;Gtos Mante MARIANO GONZALEZ;D;571,20;100001885
220417800;04/06/2009;15760;Gtos Mante MARIANO GONZALEZ;H;571,20;100001885
880300300;19/05/2009;15762;Cpra Medic FARMACIA NUEVO PUEN;D;74,68;300140622
220425200;19/05/2009;15762;Cpra Medic FARMACIA NUEVO PUEN;H;74,68;300140622
880300300;19/05/2009;15764;Cpra Medic FARMACIA NUEVO PUEN;D;70,85;300140623
220425200;19/05/2009;15764;Cpra Medic FARMACIA NUEVO PUEN;H;70,85;300140623
880300300;19/05/2009;15766;Cpra Medic FARMACIA NUEVO PUEN;D;33,89;300140663
220425200;19/05/2009;15766;Cpra Medic FARMACIA NUEVO PUEN;H;33,89;300140663
880300300;19/05/2009;15768;Cpra Medic FARMACIA NUEVO PUEN;D;96,21;300140664
220425200;19/05/2009;15768;Cpra Medic FARMACIA NUEVO PUEN;H;96,21;300140664
880300300;21/05/2009;15770;Cpra Medic FARMACIA NUEVO PUEN;D;89,06;300140817
220425200;21/05/2009;15770;Cpra Medic FARMACIA NUEVO PUEN;H;89,06;300140817
880300300;21/05/2009;15772;Cpra Medic FARMACIA NUEVO PUEN;D;64,48;300140818
220425200;21/05/2009;15772;Cpra Medic FARMACIA NUEVO PUEN;H;64,48;300140818
880300300;21/05/2009;15774;Cpra Medic FARMACIA NUEVO PUEN;D;52,07;300140823
220425200;21/05/2009;15774;Cpra Medic FARMACIA NUEVO PUEN;H;52,07;300140823
880300300;22/05/2009;15776;Cpra Medic FARMACIA NUEVO PUEN;D;71,13;300140891
220425200;22/05/2009;15776;Cpra Medic FARMACIA NUEVO PUEN;H;71,13;300140891
880300300;22/05/2009;15778;Cpra Medic FARMACIA NUEVO PUEN;D;51,30;200171593
220425200;22/05/2009;15778;Cpra Medic FARMACIA NUEVO PUEN;H;51,30;200171593
880301000;04/06/2009;15604;ARQUIAR SRL 26.06;D;1149,50;1-00000488
220400300;04/06/2009;15604;LOG. LA SERENISIMA 24.06;D;279,00;14606419
220413200;04/06/2009;15604;M. EUGENIA LACABA 05.06;D;950,00;14606420
220413200;04/06/2009;15604;M. EUGENIA LACABA 08.06;D;990,00;14606421
220413200;04/06/2009;15604;M. EUGENIA LACABA 12.06;D;960,00;14606422
220410600;04/06/2009;15604;OFFICE NET SA 22.06;D;80,35;14606424
220425600;04/06/2009;15604;M.M.R. ZAMPIERI 16.07;D;193,42;14606425
220403300;04/06/2009;15604;ANGEL M. GATTI 26.06;D;635,00;14606426
880302500;04/06/2009;15604;CLINICA A. SCHWEITZER 22.06;D;270,00;2-00000052
220412500;04/06/2009;15604;RITA I. RIVERO 08.06;D;930,00;14606428
220412500;04/06/2009;15604;RITA I. RIVERO 11.06;D;990,00;14606429
220412500;04/06/2009;15604;RITA I. RIVERO 16.06;D;880,00;14606430
220401200;04/06/2009;15604;NESTOR D. GAILLARD 24.07;D;871,00;14606431
220425200;04/06/2009;15604;FARM. NUEVO PUENTE 29.06;D;871,05;14606432
220425200;04/06/2009;15604;FARM. NUEVO PUENTE 30.06;D;488,29;14606533
220402000;04/06/2009;15604;HERMINIO B. MENENDEZ 21.07;D;950,00;14606434
220402000;04/06/2009;15604;HERMINIO B. MENENDEZ 24.07;D;730,00;14606435
220402000;04/06/2009;15604;HERMINIO B. MENENDEZ 27.07;D;860,00;14606436
220402000;04/06/2009;15604;HERMINIO B. MENENDEZ 30.07;D;844,00;14606437
220425500;04/06/2009;15604;DENVER FARMA SA 17.07;D;901,82;14606438
220401900;04/06/2009;15604;VALOT SA 28.07;D;4483,28;14606439
220416300;04/06/2009;15604;CARLOS A. BALBIANO 06.07;D;1100,00;14606440
220412700;04/06/2009;15604;ADRIANA I. MARTINEZ 05.06;D;900,00;15158921
220412700;04/06/2009;15604;ADRIANA I. MARTINEZ 09.06;D;830,00;15158922
220412700;04/06/2009;15604;ADRIANA I. MARTINEZ 12.06;D;740,00;15158923
220412700;04/06/2009;15604;ADRIANA I. MARTINEZ 16.06;D;530,00;15158924
220416700;04/06/2009;15604;J. MANUEL HERNANDEZ 24.07;D;415,00;15158925
220416900;04/06/2009;15604;TRI-ECO SA 30.06;D;1962,45;15158926
220425100;04/06/2009;15604;FARMACIA BOND SRL 22.07;D;1404,00;15158927
220410900;04/06/2009;15604;GONZALO  FIGUEREDO 10.06;D;800,00;15158928
220410900;04/06/2009;15604;GONZALO  FIGUEREDO 30.06;D;800,00;15158929
220415500;04/06/2009;15604;JULIAN O.M. KELLY 05.06;D;1000,00;15158930
220415500;04/06/2009;15604;JULIAN O.M. KELLY 08.06;D;950,00;15158931
220415500;04/06/2009;15604;JULIAN O.M. KELLY 10.06;D;870,00;15158932
220415500;04/06/2009;15604;JULIAN O.M. KELLY 12.06;D;980,00;15158933
220415500;04/06/2009;15604;JULIAN O.M. KELLY 16.06;D;900,00;15158934
880302500;04/06/2009;15604;OMAR E. LUQUE 05.06;D;128,00;1-2729/40/3
220402800;04/06/2009;15604;ESTEBAN BRUSCHI 05.06;D;120,00;15158936
880300230;04/06/2009;15604;ZULEMA TAMBURINI(LABMED)18.06;D;299,00;15158937
220400900;04/06/2009;15604;RODRIGO L. MELILLO 21.08;D;641,84;15158938
220400300;04/06/2009;15604;LOG. LA SERENISIMA 17.06;D;334,80;15158939
220402400;04/06/2009;15604;SILVIA M. FRAGATI 28.08;D;1792,55;15158940
220401600;04/06/2009;15604;KORI, GABRIELA 03.08;D;1073,88;15158941
220401600;04/06/2009;15604;KORI, GABRIELA 05.08;D;1003,26;15158942
220401600;04/06/2009;15604;KORI, GABRIELA 07.08;D;649,39;15158943
220400500;04/06/2009;15604;PAVIMACK SRL 30.06;D;520,00;15158944
220400800;04/06/2009;15604;CARLOS A. ASENSOS 17.08;D;1000,70;15158945
220400800;04/06/2009;15604;CARLOS A. ASENSOS 21.08;D;709,80;15158946
220400800;04/06/2009;15604;CARLOS A. ASENSOS 25.08;D;855,60;15158947
220400800;04/06/2009;15604;CARLOS A. ASENSOS 27.08;D;553,80;15158948
220403700;04/06/2009;15604;CLAUDIA S. VIDELA 21.08;D;866,60;15158949
220403700;04/06/2009;15604;CLAUDIA S. VIDELA 25.08;D;991,80;15158950
220403700;04/06/2009;15604;CLAUDIA S. VIDELA 28.08;D;977,10;15158951
220403700;04/06/2009;15604;CLAUDIA S. VIDELA 31.08;D;605,00;15158952
100300700;04/06/2009;15604;ARQUIAR SRL 26.06;H;1120,76;14606417
220600201;04/06/2009;15604;ARQUIAR SRL 26.06;H;28,74;14606417
100300700;04/06/2009;15604;ANULADO;H;0,00;14606418
100300700;04/06/2009;15604;LOG. LA SERENISIMA 24.06;H;279,00;14606419
100300700;04/06/2009;15604;M. EUGENIA LACABA 05.06;H;877,50;14606420
220600201;04/06/2009;15604;M. EUGENIA LACABA 05.06;H;72,50;14606420
100300700;04/06/2009;15604;M. EUGENIA LACABA 08.06;H;990,00;14606421
100300700;04/06/2009;15604;M. EUGENIA LACABA 12.06;H;960,00;14606422
100300700;04/06/2009;15604;ANULADO;H;0,00;14606423
100300700;04/06/2009;15604;OFFICE NET SA 22.06;H;80,35;14606424
100300700;04/06/2009;15604;M.M.R. ZAMPIERI 16.07;H;193,42;14606425
100300700;04/06/2009;15604;ANGEL M. GATTI 26.06;H;635,00;14606426
100300700;04/06/2009;15604;CLINICA A. SCHWEITZER 22.06;H;270,00;14606427
100300700;04/06/2009;15604;RITA I. RIVERO 08.06;H;860,00;14606428
220600201;04/06/2009;15604;RITA I. RIVERO 08.06;H;70,00;14606428
100300700;04/06/2009;15604;RITA I. RIVERO 11.06;H;990,00;14606429
100300700;04/06/2009;15604;RITA I. RIVERO 16.06;H;880,00;14606430
100300700;04/06/2009;15604;NESTOR D. GAILLARD 24.07;H;855,76;14606431
220600201;04/06/2009;15604;NESTOR D. GAILLARD 24.07;H;15,24;14606431
100300700;04/06/2009;15604;FARM. NUEVO PUENTE 29.06;H;871,05;14606432
100300700;04/06/2009;15604;FARM. NUEVO PUENTE 30.06;H;488,29;14606533
100300700;04/06/2009;15604;HERMINIO B. MENENDEZ 21.07;H;847,25;14606434
220600201;04/06/2009;15604;HERMINIO B. MENENDEZ 21.07;H;102,75;14606434
100300700;04/06/2009;15604;HERMINIO B. MENENDEZ 24.07;H;730,00;14606435
100300700;04/06/2009;15604;HERMINIO B. MENENDEZ 27.07;H;860,00;14606436
100300700;04/06/2009;15604;HERMINIO B. MENENDEZ 30.07;H;844,00;14606437
100300700;04/06/2009;15604;DENVER FARMA SA 17.07;H;893,02;14606438
220600201;04/06/2009;15604;DENVER FARMA SA 17.07;H;8,80;14606438
100300700;04/06/2009;15604;VALOT SA 28.07;H;4483,28;14606439
100300700;04/06/2009;15604;CARLOS A. BALBIANO 06.07;H;1072,50;14606440
220600201;04/06/2009;15604;CARLOS A. BALBIANO 06.07;H;27,50;14606440
100300700;04/06/2009;15604;ADRIANA I. MARTINEZ 05.06;H;825,00;15158921
220600201;04/06/2009;15604;ADRIANA I. MARTINEZ 05.06;H;75,00;15158921
100300700;04/06/2009;15604;ADRIANA I. MARTINEZ 09.06;H;830,00;15158922
100300700;04/06/2009;15604;ADRIANA I. MARTINEZ 12.06;H;740,00;15158923
100300700;04/06/2009;15604;ADRIANA I. MARTINEZ 16.06;H;530,00;15158924
100300700;04/06/2009;15604;J. MANUEL HERNANDEZ 24.07;H;404,62;15158925
220600201;04/06/2009;15604;J. MANUEL HERNANDEZ 24.07;H;10,38;15158925
100300700;04/06/2009;15604;TRI-ECO SA 30.06;H;1913,39;15158926
220600201;04/06/2009;15604;TRI-ECO SA 30.06;H;49,06;15158926
100300700;04/06/2009;15604;FARMACIA BOND SRL 22.07;H;1404,00;15158927
100300700;04/06/2009;15604;GONZALO  FIGUEREDO 10.06;H;780,00;15158928
220600201;04/06/2009;15604;GONZALO  FIGUEREDO 10.06;H;20,00;15158928
100300700;04/06/2009;15604;GONZALO  FIGUEREDO 30.06;H;780,00;15158929
220600201;04/06/2009;15604;GONZALO  FIGUEREDO 30.06;H;20,00;15158929
100300700;04/06/2009;15604;JULIAN O.M. KELLY 05.06;H;917,75;15158930
220600201;04/06/2009;15604;JULIAN O.M. KELLY 05.06;H;82,25;15158930
100300700;04/06/2009;15604;JULIAN O.M. KELLY 08.06;H;950,00;15158931
100300700;04/06/2009;15604;JULIAN O.M. KELLY 10.06;H;870,00;15158932
100300700;04/06/2009;15604;JULIAN O.M. KELLY 12.06;H;980,00;15158933
100300700;04/06/2009;15604;JULIAN O.M. KELLY 16.06;H;900,00;15158934
100300700;04/06/2009;15604;OMAR E. LUQUE 05.06;H;128,00;15158935
100300700;04/06/2009;15604;ESTEBAN BRUSCHI 05.06;H;120,00;15158936
100300700;04/06/2009;15604;ZULEMA TAMBURINI(LABMED)18.06;H;299,00;15158937
100300700;04/06/2009;15604;RODRIGO L. MELILLO 21.08;H;630,61;15158938
220600201;04/06/2009;15604;RODRIGO L. MELILLO 21.08;H;11,23;15158938
100300700;04/06/2009;15604;LOG. LA SERENISIMA 17.06;H;334,80;15158939
100300700;04/06/2009;15604;SILVIA M. FRAGATI 28.08;H;1761,18;15158940
220600201;04/06/2009;15604;SILVIA M. FRAGATI 28.08;H;31,37;15158940
100300700;04/06/2009;15604;KORI, GABRIELA 03.08;H;1055,09;15158941
220600201;04/06/2009;15604;KORI, GABRIELA 03.08;H;18,79;15158941
100300700;04/06/2009;15604;KORI, GABRIELA 05.08;H;985,70;15158942
220600201;04/06/2009;15604;KORI, GABRIELA 05.08;H;17,56;15158942
100300700;04/06/2009;15604;KORI, GABRIELA 07.08;H;638,03;15158943
220600201;04/06/2009;15604;KORI, GABRIELA 07.08;H;11,36;15158943
100300700;04/06/2009;15604;PAVIMACK SRL 30.06;H;520,00;15158944
100300700;04/06/2009;15604;CARLOS A. ASENSOS 17.08;H;980,69;15158945
220600201;04/06/2009;15604;CARLOS A. ASENSOS 17.08;H;20,01;15158945
100300700;04/06/2009;15604;CARLOS A. ASENSOS 21.08;H;695,60;15158946
220600201;04/06/2009;15604;CARLOS A. ASENSOS 21.08;H;14,20;15158946
100300700;04/06/2009;15604;CARLOS A. ASENSOS 25.08;H;838,49;15158947
220600201;04/06/2009;15604;CARLOS A. ASENSOS 25.08;H;17,11;15158947
100300700;04/06/2009;15604;CARLOS A. ASENSOS 27.08;H;542,72;15158948
220600201;04/06/2009;15604;CARLOS A. ASENSOS 27.08;H;11,08;15158948
100300700;04/06/2009;15604;CLAUDIA S. VIDELA 21.08;H;851,43;15158949
220600201;04/06/2009;15604;CLAUDIA S. VIDELA 21.08;H;15,17;15158949
100300700;04/06/2009;15604;CLAUDIA S. VIDELA 25.08;H;974,44;15158950
220600201;04/06/2009;15604;CLAUDIA S. VIDELA 25.08;H;17,36;15158950
100300700;04/06/2009;15604;CLAUDIA S. VIDELA 28.08;H;960,00;15158951
220600201;04/06/2009;15604;CLAUDIA S. VIDELA 28.08;H;17,10;15158951
100300700;04/06/2009;15604;CLAUDIA S. VIDELA 31.08;H;594,41;15158952
220600201;04/06/2009;15604;CLAUDIA S. VIDELA 31.08;H;10,59;15158952
100702600;02/06/2009;15780;MAKRO SA 30589621499;D;5,56;148-00165289
880300400;02/06/2009;15780;MAKRO SA 30589621499;H;5,56;148-00165289
880301100;02/06/2009;15781;Serv Publi NEXTEL C. ARGENTINA;D;276,10;1009343796
220408600;02/06/2009;15781;Serv Publi NEXTEL C. ARGENTINA;H;276,10;1009343796
220501200;11/06/2009;15814;SUELDOS;D;585,20;
